,checkin_id,created_at,rating_score,user_id,beer_id,beer_name,beer_style,beer_slug,brewery_name,brewery_country,brewery_city,venue_country,venue_city
561,834399638,2019,3.5,1279815,3301938,Якуб Колас,Stout - Russian Imperial,brewlok-brewery-yakub-kolas,Brewlok Brewery ,Russia,Voronezh,Belarus,Мінск
562,834332683,2019,4.0,1279815,3530163,Soupe Du Jour,Sour - Fruited,mad-frog-brewery-soupe-du-jour,Mad Frog Brewery,Belarus,Большое Стиклево,Belarus,Мінск
563,834318910,2019,4.25,1279815,3537547,Vyraj: Fiejchoa,IPA - Imperial / Double Milkshake,malanka-vyraj-fiejchoa,Malanka,Belarus,Minsk,Belarus,Мінск
564,834318230,2019,4.25,1279815,3527714,Soul In A Big City,Sour - Fruited,zagovor-brewery-soul-in-a-big-city,Zagovor Brewery,Russia,Moscow,Belarus,Мінск
565,834301820,2019,4.0,1279815,3436867,Бананбеrrи & Apricot,IPA - Milkshake,pivot-point-bananberri-and-apricot,Pivot Point,Russia,Kolomna,Belarus,Мінск
566,834301346,2019,4.25,1279815,3392915,Vir: Dźmuchaŭcy,Wild Ale - Other,malanka-vir-dzmuchaucy,Malanka,Belarus,Minsk,Belarus,Мінск
567,834088998,2019,4.0,1279815,1440341,Cilpa,Pale Ale - American,malduguns-cilpa,Malduguns,Latvia,Rauna,Belarus,Мінск
568,834088813,2019,3.75,1279815,796316,Aroniju Ragana (Aronia Witch),Fruit Beer,alus-darbnica-labietis-aroniju-ragana-aronia-witch,Alus Darbnīca Labietis,Latvia,Riga,Belarus,Мінск
569,833856315,2019,3.75,1279815,3225554,Atostogų Dreifas,Sour - Gose,brick-by-brick-raudonu-plytu-alaus-dirbtuves-atostogu-dreifas,Brick by Brick (Raudonų Plytų Alaus Dirbtuvės),Lithuania,Klaipėda,Belarus,Мінск
570,833831446,2019,3.5,1279815,3537552,IPA Version 4.0,IPA - American,bierbank-ipa-version-4-0,BIERBANK,Belarus,Минск,Belarus,Мінск
571,833491504,2019,3.5,1279815,93350,Somersby Blackberry,Cider - Other Fruit,carlsberg-group-somersby-blackberry,Carlsberg Group,Denmark,Copenhagen,Belarus,Мінск
572,833487738,2019,4.25,1279815,1516656,Wild Sour Series: Apricot,Sour - Fruited,destihl-brewery-wild-sour-series-apricot,DESTIHL Brewery,United States,Normal,Belarus,Мінск
573,833068330,2019,3.5,1279815,1594400,Бланш де Мазай (Blanche De Mazay),Wheat Beer - American Pale Wheat,wolf-s-brewery-volkovskaya-pivovarnya-blansh-de-mazaj-blanche-de-mazay,Wolf's Brewery (Волковская Пивоварня),Russia,Moscow,Belarus,Мінск
574,833067279,2019,3.75,1279815,3462323,Light Thing,IPA - Session / India Session Ale,13-litar-light-thing,13 Litar,Belarus,д. Теребунь,Belarus,Мінск
575,833064911,2019,3.75,1279815,3526812,City Of Haze,IPA - New England,jungle-brewery-city-of-haze,Jungle Brewery,Belarus,Юзуфово,Belarus,Мінск
576,832800046,2019,3.75,1279815,3539585,Rain Master,IPA - New England,jungle-brewery-rain-master,Jungle Brewery,Belarus,Юзуфово,Belarus,Мінск
577,832695586,2019,3.75,1279815,3515499,Cl,IPA - American,tpdr-cl,TPDR,Belarus,,Belarus,Мінск
578,832695128,2019,2.5,1279815,3538553,WitamC,Wheat Beer - American Pale Wheat,fifman-home-brewery-witamc,FIFMAN Home Brewery,Belarus,,Belarus,Мінск
579,832693338,2019,3.25,1279815,3516370,KALINOWSKI,Lager - Amber,svito-brew-kalinowski,Svito Brew,Belarus,,Belarus,Мінск
580,832692779,2019,3.75,1279815,3538890,First Time,Cider - Traditional,svito-brew-first-time,Svito Brew,Belarus,,Belarus,Мінск
581,832692490,2019,3.25,1279815,3460023,Farmhouse Sweet Cider V.2,Cider - Sweet,ginger-head-farmhouse-sweet-cider-v-2,Ginger Head ,Belarus,Minsk,Belarus,Мінск
582,832691340,2019,0.0,1279815,3386179,Apple Jack Extra V.2,Cider - Ice / Applewine,ginger-head-apple-jack-extra-v-2,Ginger Head ,Belarus,Minsk,Belarus,Мінск
583,832691096,2019,2.25,1279815,3538864,梅雨 (rainy season),Sour - Gose,r-and-d-screw-rainy-season,R&D sCREW,Belarus,,Belarus,Мінск
584,832686643,2019,4.0,1279815,3538560,ISABEL,Grape Ale - Italian,fifman-home-brewery-isabel,FIFMAN Home Brewery,Belarus,,Belarus,Мінск
585,832686403,2019,3.75,1279815,3538500,Insidious Juice,Sour - Fruited,dm-homebrewery-insidious-juice,DM HomeBrewery,Belarus,,Belarus,Мінск
586,832684849,2019,2.5,1279815,3412675,The Greatest Berry,Sour - Fruited Gose,lt-brewing-the-greatest-berry,LT Brewing,Belarus,,Belarus,Мінск
587,832684566,2019,4.0,1279815,3438148,Ultraviolence,Sour - Fruited,goddess-brewery-ultraviolence,Goddess Brewery,Belarus,,Belarus,Мінск
588,832684286,2019,0.0,1279815,3412667,Red Hot,Sour - Other,lt-brewing-red-hot,LT Brewing,Belarus,,Belarus,Мінск
589,832683670,2019,4.0,1279815,3523351,Meet the Applegates,Cider - Dry,lt-brewing-meet-the-applegates,LT Brewing,Belarus,,Belarus,Мінск
590,832683633,2019,3.25,1279815,3170537,INSOMNIA,Sour - Flanders Red Ale,yakovuk-home-brewery-insomnia,Yakovuk Home Brewery,Belarus,,Belarus,Мінск
591,832682702,2019,3.75,1279815,3528776,Wazzza,Sour - Gose,razor-eater-brewery-wazzza,Razor Eater Brewery,Belarus,,Belarus,Мінск
592,832682651,2019,3.5,1279815,3536532,Wazzza Lemon Rosemary,Sour - Fruited Gose,razor-eater-brewery-wazzza-lemon-rosemary,Razor Eater Brewery,Belarus,,Belarus,Мінск
593,832682168,2019,1.0,1279815,3539754,Pour Oats,Kvass,beerbeery-pour-oats,Beerbeery,Belarus,,Belarus,Мінск
594,832682009,2019,3.5,1279815,3461363,Jamaican Dreamzz,Cider - Herbed / Spiced / Hopped,ginger-head-jamaican-dreamzz,Ginger Head ,Belarus,Minsk,Belarus,Мінск
595,832681919,2019,3.75,1279815,3538849,Dill Brine,Sour - Other,123-home-brewery-dill-brine,123 Home Brewery,Belarus,,Belarus,Мінск
596,832502914,2019,0.0,1279815,3462126,Dark Side,IPA - Black / Cascadian Dark Ale,geras-draugas-brewing-dark-side,Geras Draugas Brewing,Lithuania,,Lietuva,Vilnius
597,832356410,2019,3.5,1279815,2234055,Tinginio Pantis - Kriaušių,Cider - Perry,tinginio-pantis-tinginio-pantis-kriausiu,Tinginio Pantis,Lithuania,,Lietuva,Vilnius
598,832318196,2019,4.0,1279815,1521528,Bang Bretta,Sour - Other,klanbarrique-bang-bretta,Klanbarrique,Italy,Rovereto,Lietuva,Vilnius
599,832240740,2019,3.5,1279815,3504020,FRIEND or FOE?,Smoked Beer,browar-rockmill-friend-or-foe,Browar Rockmill,Poland,Gdańsk,Lietuva,Vilnius
600,832211802,2019,3.75,1279815,675891,Slice Of Life,Cider - Traditional,b-nektar-meadery-slice-of-life,B. Nektar Meadery,United States,Ferndale,Lietuva,Vilnius
601,832172365,2019,3.75,1279815,2413401,Publijus Palemonas Brett,Porter - Baltic,sirvenos-bravoras-publijus-palemonas-brett,Širvėnos bravoras,Lithuania,Panevezys,Lietuva,Vilnius
602,832168092,2019,4.25,1279815,3235586,Pleroma Berry Blend,Sour - Fruited,omnipollo-pleroma-berry-blend,Omnipollo,Sweden,Stockholm,Lietuva,Vilnius
603,832162431,2019,4.25,1279815,3252862,Collusion Course,IPA - Sour,pohjala-collusion-course,Põhjala,Estonia,Tallinn,Lietuva,Vilnius
604,832155884,2019,3.75,1279815,1664465,ART9 Oatmeal Hoptart,Sour - Berliner Weisse,browar-stu-mostow-art9-oatmeal-hoptart,Browar Stu Mostów,Poland,Wroclaw,Lietuva,Vilnius
605,832150470,2019,3.5,1279815,3356574,Grikių Elis,Farmhouse Ale - Other,sakiskiu-alus-grikiu-elis,Sakiškių Alus,Lithuania,Vilnius,Lietuva,Vilnius
606,832020017,2019,4.0,1279815,2345721,Nevermont Magic Dust,IPA - New England,stamm-beer-nevermont-magic-dust,Stamm Brewing,Russia,Красная Пахра,Belarus,Мінск
607,831588303,2019,0.0,1279815,1493506,Ketser,Sour - Flanders Red Ale,tanker-brewery-ketser,Tanker Brewery,Estonia,Jüri,Belarus,Мінск
608,831239016,2019,4.0,1279815,3241935,Sourdept Guava,Sour - Fruited,brewlok-brewery-sourdept-guava,Brewlok Brewery ,Russia,Voronezh,Belarus,Мінск
609,830869726,2019,4.0,1279815,3039523,Sour Breeze Mango,Sour - Fruited Gose,jaws-brewery-sour-breeze-mango,Jaws Brewery,Russia,Zarechnyy,Belarus,Мінск
610,830869577,2019,3.75,1279815,3532163,DETOX Light,Sour - Fruited Gose,jungle-brewery-detox-light,Jungle Brewery,Belarus,Юзуфово,Belarus,Мінск
611,830869347,2019,3.75,1279815,3517828,Daily,Pale Ale - American,verden-brewery-daily,Verden Brewery,Belarus,,Belarus,Мінск
612,830430536,2019,3.75,1279815,3515491,Keep In Touch,Sour - Fruited,fff-brew-keep-in-touch,FFF BREW,Russia,Moscow,Belarus,Мінск
613,829753860,2019,3.5,1279815,3514315,DETOX,Sour - Fruited Gose,jungle-brewery-detox,Jungle Brewery,Belarus,Юзуфово,Belarus,Мінск
614,829692311,2019,3.5,1279815,3517828,Daily,Pale Ale - American,verden-brewery-daily,Verden Brewery,Belarus,,Belarus,Мінск
615,829658995,2019,3.75,1279815,3483914,Launch Day Amarillo IPA,IPA - American,balance-brewery-launch-day-amarillo-ipa,Balance Brewery,Belarus,,Belarus,Мінск
616,829658275,2019,3.25,1279815,3529337,Bitterfly,Extra Special / Strong Bitter,13-litar-bitterfly,13 Litar,Belarus,д. Теребунь,Belarus,Мінск
617,829622194,2019,4.0,1279815,3528721,Dym: Śliva,Lichtenhainer,malanka-dym-sliva,Malanka,Belarus,Minsk,Belarus,Мінск
618,829609019,2019,3.25,1279815,3530151,Nevermore,Porter - Other,mad-frog-brewery-nevermore,Mad Frog Brewery,Belarus,Большое Стиклево,Belarus,Мінск
619,829593935,2019,4.0,1279815,3526812,City Of Haze,IPA - New England,jungle-brewery-city-of-haze,Jungle Brewery,Belarus,Юзуфово,Belarus,Мінск
620,829593601,2019,4.0,1279815,3530163,Soupe Du Jour,Sour - Fruited,mad-frog-brewery-soupe-du-jour,Mad Frog Brewery,Belarus,Большое Стиклево,Belarus,Мінск
621,828834802,2019,3.5,1279815,1941326,IPA v.3,IPA - Session / India Session Ale,wolf-s-brewery-volkovskaya-pivovarnya-ipa-v-3,Wolf's Brewery (Волковская Пивоварня),Russia,Moscow,Belarus,Мінск
622,828815270,2019,3.75,1279815,37936,Pilsner Urquell,Pilsner - Czech,plzensky-prazdroj-pilsner-urquell,Plzeňský Prazdroj,Czech Republic,Pilsen,Belarus,Мінск
623,828658971,2019,3.25,1279815,21655,Alivaria Beloe Zoloto (Аливария Белое Золото),Wheat Beer - Witbier,pi-zavod-alivaryya-alivaria-brewery-alivaria-beloe-zoloto-alivariya-beloe-zoloto,Пивоваренная компания «Аливария» (Alivaria Brewery),Belarus,Минск,Belarus,Мінск
624,828600050,2019,3.75,1279815,3448327,Crystal Cuts,IPA - American,jungle-brewery-crystal-cuts,Jungle Brewery,Belarus,Юзуфово,Belarus,Мінск
625,828596758,2019,4.25,1279815,3514315,DETOX,Sour - Fruited Gose,jungle-brewery-detox,Jungle Brewery,Belarus,Юзуфово,Belarus,Мінск
626,828194197,2019,3.5,1279815,2050631,Светлячок,Lager - IPL (India Pale Lager),wolf-s-brewery-volkovskaya-pivovarnya-svetlyachok,Wolf's Brewery (Волковская Пивоварня),Russia,Moscow,Belarus,Мінск
627,827922974,2019,3.5,1279815,1707304,APA Vic Secret & Galaxy,Pale Ale - American,wolf-s-brewery-volkovskaya-pivovarnya-apa-vic-secret-and-galaxy,Wolf's Brewery (Волковская Пивоварня),Russia,Moscow,Belarus,Мінск
628,827922218,2019,4.0,1279815,3454737,Sour Diesel Therapy: Pineapple ∙ Mango ∙ Passion Fruit,Sour - Fruited,af-brew-sour-diesel-therapy-pineapple-mango-passion-fruit,AF Brew,Russia,Saint Petersburg,Belarus,Minsk
629,827494666,2019,4.0,1279815,3448388,Farmland,IPA - Belgian,13-litar-farmland,13 Litar,Belarus,д. Теребунь,Belarus,Мінск
630,826732437,2019,3.5,1279815,1594400,Бланш де Мазай (Blanche De Mazay),Wheat Beer - American Pale Wheat,wolf-s-brewery-volkovskaya-pivovarnya-blansh-de-mazaj-blanche-de-mazay,Wolf's Brewery (Волковская Пивоварня),Russia,Moscow,Belarus,Мінск
631,826732407,2019,3.75,1279815,2797522,Midwest,Pale Ale - American,valaduta-brovar-midwest,Valaduta Brovar,Belarus,Володута,Belarus,Minsk
632,826732386,2019,4.25,1279815,3427003,Suchaviej: Hallertau Blanc,IPA - Sour,malanka-suchaviej-hallertau-blanc,Malanka,Belarus,Minsk,Belarus,Minsk
633,826732341,2019,4.0,1279815,3338255,Juice To Get Loose,Sour - Fruited,selfmade-brewery-juice-to-get-loose,Selfmade Brewery,Russia,Moscow,Belarus,Minsk
634,826470435,2019,4.0,1279815,3515890,Chvalia: Huava i manha,Sour - Fruited,malanka-chvalia-huava-i-manha,Malanka,Belarus,Minsk,Belarus,Мінск
635,826423048,2019,4.25,1279815,3254225,Дзен и искусство ухода за каламанси \ Zen & the art of calamansi maintenance,Sour - Fruited Gose,pivovarnya-chasha-thicket-brewery-dzen-i-iskusstvo-uhoda-za-kalamansi-zen-and-the-art-of-calamansi-maintenance,Пивоварня Чаща / Thicket Brewery,Russia,Moscow,Belarus,Мінск
636,826249164,2019,4.25,1279815,206815,Pear Cider,Cider - Perry,cornish-orchards-pear-cider,Cornish Orchards ,England,Duloe,Belarus,Мінск
637,826222298,2019,3.75,1279815,3459661,Apple Records Grapefruit,Cider - Herbed / Spiced / Hopped,rock-n-rolla-s-apple-records-grapefruit,Rock-n-Rolla's,Belarus,,Belarus,Мінск
638,826216273,2019,3.5,1279815,3484928,Whitesnake Ver. 2.0,IPA - White,rock-n-rolla-s-whitesnake-ver-2-0,Rock-n-Rolla's,Belarus,,Belarus,Мінск
639,826214273,2019,3.75,1279815,3483675,IPA Version 3.0,IPA - American,bierbank-ipa-version-3-0,BIERBANK,Belarus,Минск,Belarus,Мінск
640,826202983,2019,3.25,1279815,3340954,Sir Drinksalot,IPA - American,polka-dot-brewery-sir-drinksalot,Polka Dot Brewery,Belarus,,Belarus,Мінск
641,826196588,2019,3.25,1279815,3504348,Bloody King,Sour - Gose,pervaya-remeslennaya-pivovarnya-hops-bloody-king,Первая Ремесленная Пивоварня Hops,Belarus,улица Колесникова 38,Belarus,Мінск
642,826193387,2019,3.5,1279815,2917773,Smashing Pumpkins,Pumpkin / Yam Beer,rock-n-rolla-s-smashing-pumpkins,Rock-n-Rolla's,Belarus,,Belarus,Мінск
643,826189243,2019,3.75,1279815,2912662,Happy Halloween (Double Pumpkin Ale),Pumpkin / Yam Beer,taler-taler-happy-halloween-double-pumpkin-ale,Taler (Талер),Belarus,Minsk,Belarus,Мінск
644,826022900,2019,3.5,1279815,1707304,APA Vic Secret & Galaxy,Pale Ale - American,wolf-s-brewery-volkovskaya-pivovarnya-apa-vic-secret-and-galaxy,Wolf's Brewery (Волковская Пивоварня),Russia,Moscow,Belarus,Мінск
645,824849494,2019,4.0,1279815,3007609,SLOW & TRVE: DDH+Lupulin Powder,Pale Ale - New England,zagovor-brewery-slow-and-trve-ddh-lupulin-powder,Zagovor Brewery,Russia,Moscow,Belarus,Мінск
646,824803528,2019,4.0,1279815,3265682,Ogorod Raspberry,Sour - Fruited Berliner Weisse,pivot-point-ogorod-raspberry,Pivot Point,Russia,Kolomna,Belarus,Мінск
647,824742767,2019,4.25,1279815,3265685,Ogorod Black Currant,Sour - Fruited Berliner Weisse,pivot-point-ogorod-black-currant,Pivot Point,Russia,Kolomna,Belarus,Мінск
648,824742104,2019,3.75,1279815,3505101,On the Razzle,Pale Ale - International,valaduta-brovar-on-the-razzle,Valaduta Brovar,Belarus,Володута,Belarus,Мінск
649,824666474,2019,4.0,1279815,3313855,Greenhouse Fresh,Sour - Fruited Gose,af-brew-greenhouse-fresh,AF Brew,Russia,Saint Petersburg,Belarus,Мінск
650,824384273,2019,3.75,1279815,3287309,"Zabava - Lime, Strawberry & Raspberry ",Sour - Fruited Gose,bottle-share-zabava-lime-strawberry-and-raspberry,Bottle Share,Russia,Moscow,Belarus,Мінск
651,824277046,2019,3.25,1279815,21857,Schöfferhofer Grapefruit,Shandy / Radler,binding-brauerei-schofferhofer-grapefruit,Radeberger Gruppe,Germany,Frankfurt am Main,Belarus,Мінск
652,824083053,2019,4.25,1279815,3427006,Smuha: Mosaic DDH,IPA - Imperial / Double New England,malanka-smuha-mosaic-ddh,Malanka,Belarus,Minsk,Belarus,Minsk
653,823539394,2019,4.25,1279815,2617735,Juice & Juice Mandarina Jugosa,IPA - New England,stamm-beer-juice-and-juice-mandarina-jugosa,Stamm Brewing,Russia,Красная Пахра,Belarus,Мінск
654,823516322,2019,4.0,1279815,3279675,Bipp,Sour - Other,bakunin-brewing-co-bipp,Bakunin Brewing Co.,Russia,Saint Petersburg,Belarus,Мінск
655,823256749,2019,3.25,1279815,2598456,Karol Jan Ruby,Fruit Beer,pi-zavod-alivaryya-alivaria-brewery-karol-jan-ruby,Пивоваренная компания «Аливария» (Alivaria Brewery),Belarus,Минск,Belarus,Мінск
656,822778176,2019,4.0,1279815,3072018,Five Bucks Shake,IPA - Sour,stamm-brewing-five-bucks-shake,Stamm Brewing,Russia,Красная Пахра,Belarus,Мінск
657,822724908,2019,4.0,1279815,3394972,Tijuana Express,Sour - Fruited,wild-lab-tijuana-express,Wild Lab,Russia,Moscow,Belarus,Мінск
658,821920413,2019,1.5,1279815,906428,Замковое Люкс,Lager - Pale,tabak-invest-zamkovoe-lyuks,Tabak-Invest (Табак-Инвест),Belarus,Мінск,Belarus,Мінск
659,821918866,2019,3.0,1279815,908691,Замковое люкс Нефильтрованное,Lager - Pale,tabak-invest-tabak-invest-zamkovoe-lyuks-nefiltrovannoe,Tabak-Invest (Табак-Инвест),Belarus,Мінск,Belarus,Мінск
660,821918545,2019,2.0,1279815,906452,Замковое Бюргер,Lager - Dark,tabak-invest-zamkovoe-byurger,Tabak-Invest (Табак-Инвест),Belarus,Мінск,Belarus,Мінск
661,821445886,2019,3.0,1279815,2502894,Cheeky Kamille White Bordeaux Barrel Aged,Pale Ale - International,kaapse-brouwers-cheeky-kamille-white-bordeaux-barrel-aged,Kaapse Brouwers,Netherlands,Rotterdam,Belarus,Minsk
662,821432931,2019,3.5,1279815,3320245,TENNESSEE GARDEN,Cider - Dry,vasileostrovskaya-brewery-vasileostrovskaya-pivovarnya-tennessee-garden,Vasileostrovskaya Brewery (Василеостровская Пивоварня),Russia,Saint Petersburg,Belarus,Minsk
663,821412955,2019,3.75,1279815,3493781,Brut IPA,IPA - Brut,valaduta-brovar-brut-ipa,Valaduta Brovar,Belarus,Володута,Belarus,Minsk
664,821411631,2019,4.25,1279815,3488987,Kava: Kenya Endebess,Stout - Imperial / Double Coffee,malanka-kava-kenya-endebess,Malanka,Belarus,Minsk,Belarus,Minsk
665,820760229,2019,3.75,1279815,552706,I.P.A. Fu..ing Perfect Harvest,IPA - American,1-tonna-i-p-a-fu-ing-perfect-harvest,One Ton Brewery (Пивоварня Одна Тонна),Russia,Zhukovskiy,Belarus,Мінск
666,820505708,2019,3.25,1279815,3448373,Milk River,Stout - Milk / Sweet,13-litar-milk-river,13 Litar,Belarus,д. Теребунь,Belarus,Мінск
667,820499060,2019,4.25,1279815,3415707,Spiral,Sour - Fruited,jungle-brewery-spiral,Jungle Brewery,Belarus,Юзуфово,Belarus,Мінск
668,819345056,2019,4.0,1279815,3419163,Quasimoto (Apricot and Nectarine),Sour - Fruited Gose,piwne-podziemie-quasimoto-apricot-and-nectarine,Piwne Podziemie,Poland,Rożdżałów,Belarus,Мінск
669,819316760,2019,3.5,1279815,3446161,Lazy Berries,Sour - Fruited Gose,inne-beczki-lazy-berries,Inne Beczki,Poland,Błonie,Belarus,Мінск
670,819283111,2019,4.0,1279815,2735235,MULL° õunasiider Maasikaga,Cider - Other Fruit,city-cider0-mull0-ounasiider-maasikaga,MULL° Drinks City Cider,Estonia,Tallinn,Belarus,Мінск
671,819216604,2019,3.75,1279815,3461793,Pomme Royal Applesecco Semidry,Cider - Ice / Applewine,vezha-vezha-pomme-royal-applesecco-semidry,Vezha (Вежа),Belarus,Shumilino,Belarus,Мінск
672,819215844,2019,3.5,1279815,3475240,"Kvass Lidski Zimovy (Квас Лідскі Зімовы), (Lidski Winter Kvass) ",Kvass,lidskoe-pivo-lidskoe-pivo-kvass-lidski-zimovy-kvas-lidski-zimovy,Lidskoe Pivo (Лидское Пиво),Belarus,Lida,Belarus,Мінск
673,819182784,2019,3.0,1279815,3488905,99 Luftballons,Sour - Berliner Weisse,trye-beer-99-luftballons,TRYE Beer,Belarus,Новое Поле,Belarus,Мінск
674,819152296,2019,3.75,1279815,3471165,United And Strong,IPA - American,jungle-brewery-united-and-strong,Jungle Brewery,Belarus,Юзуфово,Belarus,Мінск
675,819151405,2019,3.75,1279815,3333827,"Zabava - Blood Orange, Calamansi & Cherry",Sour - Fruited Gose,bottle-share-zabava-blood-orange-calamansi-and-cherry,Bottle Share,Russia,Moscow,Belarus,Мінск
676,818437888,2019,0.0,1279815,3471165,United And Strong,IPA - American,jungle-brewery-united-and-strong,Jungle Brewery,Belarus,Юзуфово,Belarus,Мінск
677,818198357,2019,4.0,1279815,2678344,CHimangovuha (Чиманговуха),Mead - Melomel,pan-kachyn-pan-kachyn-chimangovuha-chimangovuha,Pan Kachyn (Пан Качын),Belarus,Zhazhelka,Belarus,Мінск
678,818182140,2019,4.25,1279815,3466303,Kiss Me Freddy,Sour - Fruited,mad-frog-brewery-kiss-me-freddy,Mad Frog Brewery,Belarus,Большое Стиклево,Belarus,Мінск
679,818182046,2019,4.25,1279815,3437895,BLUEberry of HOPe,IPA - Milkshake,pervaya-remeslennaya-pivovarnya-hops-blueberry-of-hope,Первая Ремесленная Пивоварня Hops,Belarus,улица Колесникова 38,Belarus,Мінск
680,817873051,2019,3.0,1279815,3232325,Zlaty Bazant Radler Black Currant & Raspberry,Shandy / Radler,bobrujskij-brovar-zlaty-bazant-radler-black-currant-and-raspberry,Бобруйский бровар,Belarus,улица Нахимова,Belarus,Мінск
681,817856940,2019,3.25,1279815,3156551,Zhiguli IPA (Жигули IPA),IPA - Session / India Session Ale,moscow-brewing-company-moskovskaya-pivovarennaya-kompaniya-zhiguli-ipa-zhiguli-ipa,Moscow Brewing Company (Московская Пивоваренная Компания),Russia,Mytishchi,Belarus,Мінск
682,817691017,2019,3.5,1279815,1336423,Pomme Royal Cherry Cider (Вишневый),Cider - Other Fruit,vezha-vezha-pomme-royal-cherry-cider-vishnevyj,Vezha (Вежа),Belarus,Shumilino,Belarus,Мінск
683,816568393,2019,3.25,1279815,1130158,Pomme Royal Dry Cider (Сухой),Cider - Dry,vezha-vezha-pomme-royal-dry-cider-suhoj,Vezha (Вежа),Belarus,Shumilino,Belarus,Мінск
684,815777568,2019,4.0,1279815,3439142,Oh My North,Sour - Fruited Gose,valaduta-brovar-oh-my-north,Valaduta Brovar,Belarus,Володута,Belarus,Мінск
685,815753794,2019,4.25,1279815,3466303,Kiss Me Freddy,Sour - Fruited,mad-frog-brewery-kiss-me-freddy,Mad Frog Brewery,Belarus,Большое Стиклево,Belarus,Мінск
686,815753292,2019,4.75,1279815,3170125,Raspberry Aniara,Pale Ale - American,omnipollo-raspberry-aniara,Omnipollo,Sweden,Stockholm,Belarus,Мінск
687,815751608,2019,3.75,1279815,3427004,Vyraj: Manha i marakuja,IPA - Imperial / Double Milkshake,malanka-vyraj-manha-i-marakuja,Malanka,Belarus,Minsk,Belarus,Мінск
688,815681692,2019,3.75,1279815,3459655,Megadeth,Belgian Strong Golden Ale,rock-n-rolla-s-megadeth,Rock-n-Rolla's,Belarus,,Belarus,Мінск
689,815680467,2019,4.0,1279815,3460753,Skip Time,IPA - American,verden-brewery-skip-time,Verden Brewery,Belarus,,Belarus,Мінск
690,815674636,2019,4.25,1279815,3466303,Kiss Me Freddy,Sour - Fruited,mad-frog-brewery-kiss-me-freddy,Mad Frog Brewery,Belarus,Большое Стиклево,Belarus,Мінск
691,815671951,2019,3.75,1279815,3439606,Sabrosaic,IPA - American,polka-dot-brewery-sabrosaic,Polka Dot Brewery,Belarus,,Belarus,Мінск
692,815307868,2019,3.75,1279815,3427004,Vyraj: Manha i marakuja,IPA - Imperial / Double Milkshake,malanka-vyraj-manha-i-marakuja,Malanka,Belarus,Minsk,Belarus,Minsk
693,815299612,2019,3.5,1279815,3429946,Оно,IPA - American,victory-art-brew-ono,Victory Art Brew,Russia,Ivanteyevka,Belarus,Minsk
694,814749047,2019,4.0,1279815,2431164,Pomme Royal Spiced Cider (Пряный),Cider - Herbed / Spiced / Hopped,vezha-vezha-pomme-royal-spiced-cider-pryanyj,Vezha (Вежа),Belarus,Shumilino,Belarus,Мінск
695,814475953,2019,4.0,1279815,2706597,Tautumeitai Sezonalais Sidrs Nr.2,Cider - Herbed / Spiced / Hopped,murbudu-sidra-daritava-tautumeitai-sezonalais-sidrs-nr-2,Mūrbūdu Sidra Darītava,Latvia,Ērģeme,Belarus,Мінск
696,813516053,2019,3.75,1279815,3379960,Break Dancer,Stout - Imperial / Double Pastry,bakunin-brewing-co-break-dancer,Bakunin Brewing Co.,Russia,Saint Petersburg,Belarus,Мінск
697,813502681,2019,3.25,1279815,3460674,White Lodge (Белый Вигвам),Mead - Braggot,pan-kachyn-pan-kachyn-white-lodge-belyj-vigvam,Pan Kachyn (Пан Качын),Belarus,Zhazhelka,Belarus,Мінск
698,813492401,2019,3.5,1279815,2301279,Карамбуляж,IPA - Imperial / Double,chibis-brewery-karambulyazh,CHIBIS Brewery,Russia,Moscow,Belarus,Мінск
699,813473032,2019,4.0,1279815,3408024,"Beauty, Health And Something Else",Sour - Fruited Gose,dieta-dieta-beauty-health-and-something-else,DIETA / ДИЕТА,Russia,Saint Petersburg,Belarus,Мінск
700,813468734,2019,4.25,1279815,3459101,Mess With the Best: Midnight Project,Sour - Fruited Gose,dieta-dieta-mess-with-the-best-midnight-project,DIETA / ДИЕТА,Russia,Saint Petersburg,Belarus,Мінск
701,813466815,2019,4.25,1279815,3436793,I Got Guava Worms,IPA - Sour,af-brew-i-got-guava-worms,AF Brew,Russia,Saint Petersburg,Belarus,Мінск
702,813462395,2019,3.75,1279815,3439212,Pear Wheat'n...,Farmhouse Ale - Saison,valaduta-brovar-pear-wheat-n,Valaduta Brovar,Belarus,Володута,Belarus,Мінск
703,813446843,2019,0.0,1279815,3180507,Sour Nibble,Sour - Fruited Berliner Weisse,pike-season-brewery-sour-nibble,Pike Season Brewery,Russia,Moscow,Belarus,Мінск
704,813446491,2019,0.0,1279815,3362699,Belchera,Sour - Fruited,pike-season-brewery-belchera,Pike Season Brewery,Russia,Moscow,Belarus,Мінск
705,813442592,2019,0.0,1279815,3452840,Чёрный вигвам / Black Lodge,Stout - Coffee,pivovarnya-chasha-thicket-brewery-chyornyj-vigvam-black-lodge,Пивоварня Чаща / Thicket Brewery,Russia,Moscow,Belarus,Мінск
706,813439397,2019,4.0,1279815,3450163,FLAVESCENT,Sour - Fruited Gose,big-village-brewery-flavescent,Big Village Brewery,Russia,Krasnodar,Belarus,Мінск
707,813434528,2019,4.0,1279815,3460035,"Dessert Berliner Rosemary edition, dry hopped with Citra & Amarillo",Sour - Other,green-street-brewery-dessert-berliner-rosemary-edition-dry-hopped-with-citra-and-amarillo,Green Street Brewery,Russia,Moscow,Belarus,Мінск
